KM,callnum,title,author,year,month,page,specattr,specattrloc,specneg,specnegloc,specop,specformpage,specdescpage,sprocessperiod,sprocess,photomech,hasphoto,paperman,paperbran,paperloc,negman,negbran,negloc,lensman,lensbran,lensloc,mountman,mountloc,coatman,coatloc,accman,accloc,subj,snote,sanalysis,specpath,fullspecpath,negman_k,mountman_k,lensman_k,accman_k,coatman_k,paperman_k,author_sort,specattr_sort,specneg_sort,specop_sort,localpath,cluster,decade,title_c,author_c,decade_c,specattr_c,specattrloc_c,specneg_c,specnegloc_c,specop_c,sprocess_c,photomech_c,hasphoto_c,paperman_c,paperbran_c,paperloc_c,negman_c,negbran_c,negloc_c,lensman_c,lensbran_c,lensloc_c,mountman_c,mountloc_c,coatman_c,coatloc_c,accman_c,accloc_c,subj_c,cluster_c,negman_k_c,mountman_k_c,lensman_k_c,accman_k_c,coatman_k_c,paperman_k_c,tabspecpath
319,TR 1. C6,The St. Louis and Canadian Photographer,"George Gilson, ed.",1893,February,47a,,,Edy Bros,"London, Canada",,,,,Collodion chloride or Gelatin silver POP,False,True,,,,Eagle and Star,Dry Plates,"Toronto, Canada",,,,,,,,,,"Portrait, woman",,,specimens_resized/319_S.JPG,specimens_resized_panel/319_S.JPG,True,False,False,False,False,False,"Gilson, George (ed.)",,Edy Bros,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/319_S.JPG,4,189,5,3,0,7,7,7,7,7,7,0,0,7,7,7,5,0,4,7,7,7,7,7,7,7,7,7,0,6,1,0,0,0,0,0,specimens/319_S.JPG
320,TR 1. C6,The St. Louis and Canadian Photographer,"George Gilson, ed.",1893,April,147a,,,George H. Hastings,"Boston, MA, USA",,,,,Collodion chloride POP,False,True,N.Y. Aristotype Paper Co.,Kalona Paper,"Bloomfield, NJ, USA",,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/320_S.JPG,specimens_resized_panel/320_S.JPG,False,False,False,False,False,True,"Gilson, George (ed.)",,"Hastings, George H.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/320_S.JPG,4,189,5,3,0,7,7,7,7,7,4,0,0,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,0,6,0,0,0,0,0,1,specimens/320_S.JPG
321,TR 1. C6,The St. Louis and Canadian Photographer,"George Gilson, ed.",1893,June,239a,,,Rundle,"St. Louis, MO, USA",,,,,Collodion chloride POP,False,True,Western Collodion Paper,,"Cedar Rapids, IA, USA",Cramer,Dry Plates,"St Louis, MO, USA",,,,,,,,,,"Portrait, woman",,,specimens_resized/321_S.JPG,specimens_resized_panel/321_S.JPG,True,False,False,False,False,True,"Gilson, George (ed.)",,Rundle,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/321_S.JPG,4,189,5,3,0,7,7,7,5,7,4,0,0,7,7,7,0,0,0,7,7,7,7,7,7,7,7,7,0,6,1,0,0,0,0,1,specimens/321_S.JPG
322,TR 1. C6,The St. Louis and Canadian Photographer,"George Gilson, ed.",1893,July,291a,Chicago Photo-gravure Co.,"Chicago, IL, USA",,,,,,,Photogravure,True,True,,,,,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/322_S.JPG,specimens_resized_panel/322_S.JPG,False,False,False,False,False,False,"Gilson, George (ed.)",Chicago Photo-gravure Co.,,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/322_S.JPG,0,189,5,3,0,7,7,7,7,7,2,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,3,0,0,0,0,0,0,specimens/322_S.JPG
323,TR 1. C6,The St. Louis and Canadian Photographer,"George Gilson, ed.",1893,August,329a,L.F. Hawkins Jr.,"St. Louis, MO, USA",L.F. Hawkins Jr.,"St. Louis, MO, USA",,,,,Gelatin silver POP,False,True,Kirkland Lithium Paper,,"Cheyenne, WO, USA",Hammer-Althans Manufacturing Co.,Dry Plates,"St Louis, MO, USA",,,,,,,,,,"Portrait, woman",,,specimens_resized/323_S.JPG,specimens_resized_panel/323_S.JPG,True,False,False,False,False,True,"Gilson, George (ed.)","Hawkins, L.F. Jr.","Hawkins, L.F. Jr.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/323_S.JPG,10,189,5,3,0,7,7,7,5,7,6,0,0,7,7,7,7,0,0,7,7,7,7,7,7,7,7,7,0,1,1,0,0,0,0,1,specimens/323_S.JPG
324,TR 1. C6,The St. Louis and Canadian Photographer,"George Gilson, ed.",1893,September,377a,,,W.J. Root,"Chicago, IL, USA",,,,,Collodion chloride POP,False,True,G.B. Collodion Paper,,"Ottawa, IL, USA",M.A. Seed,Dry Plates,"St Louis, MO, USA",,,,,,,,,,"Portrait, woman",,,specimens_resized/324_S.JPG,specimens_resized_panel/324_S.JPG,True,False,False,False,False,True,"Gilson, George (ed.)",,"Root, W.J.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/324_S.JPG,0,189,5,3,0,7,7,7,4,7,4,0,0,7,7,7,2,0,0,7,7,7,7,7,7,7,7,7,0,3,1,0,0,0,0,1,specimens/324_S.JPG
325,TR 1. C6,The St. Louis and Canadian Photographer,"George Gilson, ed.",1893,December,backmatter,,,F.E. Haynes,"Minneapolis, MN, USA",,,,,Gelatin silver POP,False,True,Kirkland Lithium Paper,,"Cheyenne, WO, USA",,,,,,,,,,,,,"Portrait, group",,,specimens_resized/325_S.JPG,specimens_resized_panel/325_S.JPG,False,False,False,False,False,True,"Gilson, George (ed.)",,"Haynes, F.E.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/325_S.JPG,6,189,5,3,0,7,7,7,7,7,6,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,1,specimens/325_S.JPG
326,TR 1. C6,Canadian Photographic Journal,"George Gilson, ed.",1893,March,29a,,,Kellie & Co.,"Montreal, Canada",,,29,,Albumen silver print,False,True,Eagle Albumen Paper,,"Dresden, Germany",Stanley,Dry Plates,"Lewiston, ME, USA",,,,,,,,,,"Portrait, woman",,,specimens_resized/326_S.JPG,specimens_resized_panel/326_S.JPG,True,False,False,False,False,True,"Gilson, George (ed.)",,Kellie & Co.,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/326_S.JPG,10,189,4,3,0,7,7,7,7,7,0,0,0,7,7,0,1,0,1,7,7,7,7,7,7,7,7,7,0,1,1,0,0,0,0,1,specimens/326_S.JPG
327,TR 1. C6,Canadian Photographic Journal,"George Gilson, ed.",1893,April,61a,,,George Snider,"Ottawa, Canada",,,61-62,,Collodion chloride POP,False,True,American Aristotype Co.,,"Jamestown, NY, USA",Stanley,Dry Plates,"Lewiston, ME, USA",,,,,,,,,,"Portrait, man",,,specimens_resized/327_S.JPG,specimens_resized_panel/327_S.JPG,True,False,False,False,False,True,"Gilson, George (ed.)",,"Snider, George",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/327_S.JPG,3,189,4,3,0,7,7,7,7,7,4,0,0,2,7,1,1,0,1,7,7,7,7,7,7,7,7,7,4,7,1,0,0,0,0,1,specimens/327_S.JPG
328,TR 1. C6,Canadian Photographic Journal,"George Gilson, ed.",1893,May,93a,,,George B. Sproule,"Peterborough, Canada",,,93,,Collodion chloride POP,False,True,American Aristotype Co.,,"Jamestown, NY, USA",Ilford,Dry Plates,"London, England, UK",,,,,,,,,,"Portrait, woman",,,specimens_resized/328_S.JPG,specimens_resized_panel/328_S.JPG,True,False,False,False,False,True,"Gilson, George (ed.)",,"Sproule, George B.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/328_S.JPG,6,189,4,3,0,7,7,7,7,7,4,0,0,2,7,1,7,0,2,7,7,7,7,7,7,7,7,7,0,7,1,0,0,0,0,1,specimens/328_S.JPG
329,TR 1. C6,Canadian Photographic Journal,"George Gilson, ed.",1893,June,129a,,,,,,,129,,Collodion chloride POP,False,True,N.Y. Aristotype Paper Co.,,"Bloomfield, NJ, USA",,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/329_S.JPG,specimens_resized_panel/329_S.JPG,False,False,False,False,False,True,"Gilson, George (ed.)",,,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/329_S.JPG,0,189,4,3,0,7,7,7,7,7,4,0,0,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,0,3,0,0,0,0,0,1,specimens/329_S.JPG
330,TR 1. C6,Canadian Photographic Journal,"George Gilson, ed.",1893,July,159a,,,Frank J. Jackson,"Barrie, Canada",,,159,,Collodion chloride POP,False,True,American Aristotype Co.,,"Jamestown, NY, USA",Stanley,Dry Plates,"Lewiston, ME, USA",,,,,,,,,,"Portrait, woman",,,specimens_resized/330_S.JPG,specimens_resized_panel/330_S.JPG,True,False,False,False,False,True,"Gilson, George (ed.)",,"Jackson, Frank J.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/330_S.JPG,6,189,4,3,0,7,7,7,7,7,4,0,0,2,7,1,1,0,1,7,7,7,7,7,7,7,7,7,0,7,1,0,0,0,0,1,specimens/330_S.JPG
331,TR 1. C6,Canadian Photographic Journal,"George Gilson, ed.",1893,August,191a,,,,,,,191,,Collodion chloride POP,False,True,N.Y. Aristotype Paper Co.,Kalona Paper,"Bloomfield, NJ, USA",,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/331_S.JPG,specimens_resized_panel/331_S.JPG,False,False,False,False,False,True,"Gilson, George (ed.)",,,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/331_S.JPG,6,189,4,3,0,7,7,7,7,7,4,0,0,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,0,7,0,0,0,0,0,1,specimens/331_S.JPG
332,TR 1. C6,Canadian Photographic Journal,"George Gilson, ed.",1893,October,277a,,,Dana,"New York, NY, USA",,,,,Collodion chloride POP,False,True,American Aristotype Co.,,"Jamestown, NY, USA",,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/332_S.JPG,specimens_resized_panel/332_S.JPG,False,False,False,False,False,True,"Gilson, George (ed.)",,Dana,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/332_S.JPG,6,189,4,3,0,7,7,7,2,7,4,0,0,2,7,1,7,7,7,7,7,7,7,7,7,7,7,7,0,7,0,0,0,0,0,1,specimens/332_S.JPG
333,TR 1. C6,Canadian Photographic Journal,"George Gilson, ed.",1893,November,319a,,,H.G. Tugwell,"Toronto, Canada",,,319,,Collodion chloride POP,False,True,N.Y. Aristotype Paper Co.,,"Bloomfield, NJ, USA",Eagle and Star,Dry Plates,"Toronto, Canada",,,,,,,,,,Landscape,,,specimens_resized/333_S.JPG,specimens_resized_panel/333_S.JPG,True,False,False,False,False,True,"Gilson, George (ed.)",,"Tugwell, H.G.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/333_S.JPG,9,189,4,3,0,7,7,7,7,7,4,0,0,7,7,6,5,0,4,7,7,7,7,7,7,7,7,7,1,2,1,0,0,0,0,1,specimens/333_S.JPG
334,TR 1. C6,Canadian Photographic Journal,"George Gilson, ed.",1893,December,359a,,,Pfeifer & Mulligan Bros.,"Columbus, MO, USA",,,4012,,Collodion chloride POP,False,True,American Aristotype Co.,,"Jamestown, NY, USA",,,,,,,,,,,,,"Portrait, children",,,specimens_resized/334_S.JPG,specimens_resized_panel/334_S.JPG,False,False,False,False,False,True,"Gilson, George (ed.)",,Pfeifer & Mulligan Bros.,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/334_S.JPG,3,189,4,3,0,7,7,7,7,7,4,0,0,2,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,1,specimens/334_S.JPG
335,TR 1. C6,The St. Louis and Canadian Photographer,"George Gilson, ed.",1894,August,347a,,,R.P. Bellsmith,"Cincinnati, OH, USA",,,,,Collodion chloride POP,False,True,American Aristotype Co.,,"Jamestown, NY, USA",,,,,,,,,,,,,"Portrait, child",,,specimens_resized/335_S.JPG,specimens_resized_panel/335_S.JPG,False,False,False,False,False,True,"Gilson, George (ed.)",,"Bellsmith, R.P.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/335_S.JPG,6,189,5,3,0,7,7,7,7,7,4,0,0,2,7,1,7,7,7,7,7,7,7,7,7,7,7,7,3,7,0,0,0,0,0,1,specimens/335_S.JPG
336,TR 1. C6,The St. Louis and Canadian Photographer,"George Gilson, ed.",1894,October,453a,,,Scott,"Chicago, IL, USA",,,,,Gelatin silver POP,False,True,Kirkland Lithium Paper,,"Cheyenne, WO, USA",,,,,,,,,,,,,"Portrait, child",,,specimens_resized/336_S.JPG,specimens_resized_panel/336_S.JPG,False,False,False,False,False,True,"Gilson, George (ed.)",,Scott,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/336_S.JPG,6,189,5,3,0,7,7,7,4,7,6,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,7,0,0,0,0,0,1,specimens/336_S.JPG
337,TR 1. C6,The St. Louis and Canadian Photographer,"George Gilson, ed.",1894,November,501a,S.L. Stein,"Chicago, IL, USA",S.L. Stein,"Chicago, IL, USA",,,,None .,Collodion chloride POP,False,True,,,,,,,,,,,,,,,,"Portrait, group",,,specimens_resized/337_S.JPG,specimens_resized_panel/337_S.JPG,False,False,False,False,False,False,"Gilson, George (ed.)","Stein, S.L.","Stein, S.L.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/337_S.JPG,2,189,5,3,0,7,7,7,4,7,4,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,specimens/337_S.JPG
338,TR 1. C6,Canadian Photographic Journal,"George Gilson, ed.",1894,January,1a,,,J. Fraser Bryce,"Toronto, Canada",,,1,,Collodion chloride POP,False,True,N.Y. Aristotype Paper Co.,,"Bloomfield, NJ, USA",,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/338_S.JPG,specimens_resized_panel/338_S.JPG,False,False,False,False,False,True,"Gilson, George (ed.)",,"Bryce, J. Fraser",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/338_S.JPG,10,189,4,3,0,7,7,7,7,7,4,0,0,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,0,1,0,0,0,0,0,1,specimens/338_S.JPG
339,TR 1. C6,Canadian Photographic Journal,"George Gilson, ed.",1894,February,37a,,,Louis Archambault,,,,37,,Collodion chloride POP,False,True,E.C. Landon,O.K Aristotype Paper,"Montreal, Canada",,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/339_S.JPG,specimens_resized_panel/339_S.JPG,False,False,False,False,False,True,"Gilson, George (ed.)",,"Archambault, Louis",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/339_S.JPG,6,189,4,3,0,7,7,7,7,7,4,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,0,0,0,0,0,1,specimens/339_S.JPG
340,TR 1. C6,Canadian Photographic Journal,"George Gilson, ed.",1894,March,75a,,,G.A. Briggs,"Simcoe, Canada",,,75,,Collodion chloride POP,False,True,N.Y. Aristotype Paper Co.,,"Bloomfield, NJ, USA",,,,,,,,,,,,,"Portrait, child",,,specimens_resized/340_S.JPG,specimens_resized_panel/340_S.JPG,False,False,False,False,False,True,"Gilson, George (ed.)",,"Briggs, G.A.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/340_S.JPG,0,189,4,3,0,7,7,7,7,7,4,0,0,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,3,3,0,0,0,0,0,1,specimens/340_S.JPG
341,TR 1. C6,Canadian Photographic Journal,"George Gilson, ed.",1894,April,115a,,,W. Still,"Orangeville, Canada",,,115,,Collodion chloride POP,False,True,N.Y. Aristotype Paper Co.,,"Bloomfield, NJ, USA",,,,,,,,,,,,,"Portrait, child",,,specimens_resized/341_S.JPG,specimens_resized_panel/341_S.JPG,False,False,False,False,False,True,"Gilson, George (ed.)",,"Still, W.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/341_S.JPG,0,189,4,3,0,7,7,7,7,7,4,0,0,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,3,3,0,0,0,0,0,1,specimens/341_S.JPG
342,TR 1. C6,Canadian Photographic Journal,"George Gilson, ed.",1894,May,155a,,,F. R. Barrows,"Fort Wayne, IN, USA",,,155,,Collodion chloride POP,False,True,Bradfisch & Pierce,Red Label Aristotype Paper,"Brooklyn, NY, USA",,,,,,,,,,,,,"Portrait, child",,,specimens_resized/342_S.JPG,specimens_resized_panel/342_S.JPG,False,False,False,False,False,True,"Gilson, George (ed.)",,"Barrows, F. R.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/342_S.JPG,6,189,4,3,0,7,7,7,7,7,4,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,7,0,0,0,0,0,1,specimens/342_S.JPG
343,TR 1. C6,Canadian Photographic Journal,"George Gilson, ed.",1894,June,195a,,,S. Hurst,"Barrie, Canada",,,195,,Collodion chloride POP,False,True,American Aristotype Co.,,"Jamestown, NY, USA",,,,,,,,,,,,,"Portrait, women",,,specimens_resized/343_S.JPG,specimens_resized_panel/343_S.JPG,False,False,False,False,False,True,"Gilson, George (ed.)",,"Hurst, S.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/343_S.JPG,10,189,4,3,0,7,7,7,7,7,4,0,0,2,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,1,0,0,0,0,0,1,specimens/343_S.JPG
344,TR 1. C6,Canadian Photographic Journal,"George Gilson, ed.",1894,August,275a,,,Mrs. R.M. Wilson,"Boston, MA, USA",,,275,,Collodion chloride POP,False,True,American Aristotype Co.,,"Jamestown, NY, USA",Stanley,Dry Plates,"Lewiston, ME, USA",,,,,,,,,,Landscape,,,specimens_resized/344_S.JPG,specimens_resized_panel/344_S.JPG,True,False,False,False,False,True,"Gilson, George (ed.)",,"Wilson, Mrs. R.M.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/344_S.JPG,9,189,4,3,0,7,7,7,7,7,4,0,0,2,7,1,1,0,1,7,7,7,7,7,7,7,7,7,1,2,1,0,0,0,0,1,specimens/344_S.JPG
345,TR 1. C6,Canadian Photographic Journal,"George Gilson, ed.",1894,September,315a,,,J.A. Castor,,,,315,,Collodion chloride POP,False,True,American Aristotype Co.,,"Jamestown, NY, USA",,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/345_S.JPG,specimens_resized_panel/345_S.JPG,False,False,False,False,False,True,"Gilson, George (ed.)",,"Castor, J.A.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/345_S.JPG,4,189,4,3,0,7,7,7,7,7,4,0,0,2,7,1,7,7,7,7,7,7,7,7,7,7,7,7,0,6,0,0,0,0,0,1,specimens/345_S.JPG
346,TR 1. C6,Canadian Photographic Journal,"George Gilson, ed.",1894,October,355a,,,Herbert E. Simpson,"Toronto, Canada",,,360-362,,Collodion chloride POP,False,True,American Aristotype Co.,,"Jamestown, NY, USA",,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/346_S.JPG,specimens_resized_panel/346_S.JPG,False,False,False,False,False,True,"Gilson, George (ed.)",,"Simpson, Herbert E.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/346_S.JPG,4,189,4,3,0,7,7,7,7,7,4,0,0,2,7,1,7,7,7,7,7,7,7,7,7,7,7,7,0,6,0,0,0,0,0,1,specimens/346_S.JPG
347,TR 1. C6,Canadian Photographic Journal,"George Gilson, ed.",1895,January,1a,,,Frank A. Place,,,,1,,Collodion chloride POP,False,True,American Aristotype Co.,Aristo-Platino Paper,"Jamestown, NY, USA",,,,,,,,,,,,,"Portrait, child",,,specimens_resized/347_S.JPG,specimens_resized_panel/347_S.JPG,False,False,False,False,False,True,"Gilson, George (ed.)",,"Place, Frank A.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/347_S.JPG,2,189,4,3,0,7,7,7,7,7,4,0,0,2,5,1,7,7,7,7,7,7,7,7,7,7,7,7,3,0,0,0,0,0,0,1,specimens/347_S.JPG
348,TR 1. C6,Canadian Photographic Journal,"George Gilson, ed.",1895,March,53a,,,Kellie & Co.,"Montreal, Canada",,,53,,Collodion chloride POP,False,True,E.C. Landon,O.K Aristotype Paper,"Montreal, Canada",,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/348_S.JPG,specimens_resized_panel/348_S.JPG,False,False,False,False,False,True,"Gilson, George (ed.)",,Kellie & Co.,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/348_S.JPG,0,189,4,3,0,7,7,7,7,7,4,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,3,0,0,0,0,0,1,specimens/348_S.JPG
349,TR 1. C6,Canadian Photographic Journal,"George Gilson, ed.",1895,May or June,frontmatter,,,Richard Wetherill,,,,,,Collodion chloride POP,False,True,American Aristotype Co.,Aristo Jr. Paper,"Jamestown, NY, USA",,,,,,,,,,,,,Architecture,,,specimens_resized/349_S.JPG,specimens_resized_panel/349_S.JPG,False,False,False,False,False,True,"Gilson, George (ed.)",,"Wetherill, Richard",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/349_S.JPG,9,189,4,3,0,7,7,7,7,7,4,0,0,2,7,1,7,7,7,7,7,7,7,7,7,7,7,7,6,2,0,0,0,0,0,1,specimens/349_S.JPG
350,TR 1. C6,Canadian Photographic Journal,"George Gilson, ed.",1895,July,165a,,,Kennedy & Bell,,,,,,Collodion chloride POP,False,True,American Aristotype Co.,Aristo-Platino Paper,"Jamestown, NY, USA",,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/350_S.JPG,specimens_resized_panel/350_S.JPG,False,False,False,False,False,True,"Gilson, George (ed.)",,Kennedy & Bell,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/350_S.JPG,0,189,4,3,0,7,7,7,7,7,4,0,0,2,5,1,7,7,7,7,7,7,7,7,7,7,7,7,0,3,0,0,0,0,0,1,specimens/350_S.JPG
351,TR 1. C6,Canadian Photographic Journal,"George Gilson, ed.",1895,August,193a,,,J.J. Millikin,"Toronto, Canada",,,216,,Gelatin silver POP,False,True,Brown and Palmer,Malmedy Paper,"Rochester, NY, USA",,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/351_S.JPG,specimens_resized_panel/351_S.JPG,False,False,False,False,False,True,"Gilson, George (ed.)",,"Millikin, J.J.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/351_S.JPG,4,189,4,3,0,7,7,7,7,7,6,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,6,0,0,0,0,0,1,specimens/351_S.JPG
352,TR 1. C6,Canadian Photographic Journal,"George Gilson, ed.",1895,September,223a,Hewitt & Earle,,Hewitt & Earle,,,,245-246,,Gelatin silver DOP,False,True,Nepera Chemical Co.,Velox Glossy Paper,"Yonkers, NY, USA",,,,,,,,,,,,,"Portrait, child",,,specimens_resized/352_S.JPG,specimens_resized_panel/352_S.JPG,False,False,False,False,False,True,"Gilson, George (ed.)",Hewitt & Earle,Hewitt & Earle,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/352_S.JPG,10,189,4,3,0,7,7,7,7,7,3,0,0,1,7,2,7,7,7,7,7,7,7,7,7,7,7,7,3,1,0,0,0,0,0,1,specimens/352_S.JPG
353,TR 1. C6,Canadian Photographic Journal,"George Gilson, ed.",1895,October,253a,,,Nusbaumer,"Buffalo, NY, USA",,,,,Collodion chloride POP,False,True,American Aristotype Co.,Aristo-Platino Paper,"Jamestown, NY, USA",,,,,,,,,,,,,"Portrait, man",,,specimens_resized/353_S.JPG,specimens_resized_panel/353_S.JPG,False,False,False,False,False,True,"Gilson, George (ed.)",,Nusbaumer,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/353_S.JPG,2,189,4,3,0,7,7,7,7,7,4,0,0,2,5,1,7,7,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0,1,specimens/353_S.JPG
354,TR 1. C6,Canadian Photographic Journal,"George Gilson, ed.",1895,November,283a,,,,,,,283,,Gelatin silver POP,False,True,E.C. Landon,O.K Aristotype Paper,"Montreal, Canada",,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/354_S.JPG,specimens_resized_panel/354_S.JPG,False,False,False,False,False,True,"Gilson, George (ed.)",,,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/354_S.JPG,0,189,4,3,0,7,7,7,7,7,6,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,3,0,0,0,0,0,1,specimens/354_S.JPG
355,TR 1. C6,Canadian Photographic Journal,"George Gilson, ed.",1895,December,313a,Automatic Photograph Co.,,J. Benjamin,"New York, NY, USA",,,1,,Gelatin silver DOP,False,True,,,,,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/355_S.JPG,specimens_resized_panel/355_S.JPG,False,False,False,False,False,False,"Gilson, George (ed.)",Automatic Photograph Co.,"Benjamin, J.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/355_S.JPG,10,189,4,3,0,7,7,7,2,7,3,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,1,0,0,0,0,0,0,specimens/355_S.JPG
356,TR 1. C6,The St. Louis and Canadian Photographer,"George Gilson, ed.",1896,April,163a,,,F.G. Schumacher,"Los Angeles, CA, USA",,,,,Gelatin silver DOP,False,True,Nepera Chemical Co.,Velox Paper,"Yonkers, NY, USA",,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/356_S.JPG,specimens_resized_panel/356_S.JPG,False,False,False,False,False,True,"Gilson, George (ed.)",,"Schumacher, F.G.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/356_S.JPG,10,189,5,3,0,7,7,7,7,7,3,0,0,1,2,2,7,7,7,7,7,7,7,7,7,7,7,7,0,1,0,0,0,0,0,1,specimens/356_S.JPG
357,TR 1. C6,The St. Louis and Canadian Photographer,"George Gilson, ed.",1896,May,230b,,,A.N. Camp,"Jamestown, NY, USA",,,,,Gelatin silver DOP,False,True,E.A. Gilbert,Eclipse Paper,"Jamestown, NY, USA",,,,,,,,,,,,,"Portrait, woman",,,specimens_resized/357_S.JPG,specimens_resized_panel/357_S.JPG,False,False,False,False,False,True,"Gilson, George (ed.)",,"Camp, A.N.",,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/357_S.JPG,10,189,5,3,0,7,7,7,7,7,3,0,0,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,0,1,0,0,0,0,0,1,specimens/357_S.JPG
358,TR 1. C6,The St. Louis and Canadian Photographer,"George Gilson, ed.",1896,October,backmatter,Imperial Camera Company,,Wrenn,"Mansfield, OH, USA",,,,Photogravure,Photogravure,True,True,,,,,,,,,,,,,,,,"Portrait, child","Advertisement for Imperial Camera Company used for enlarging negatives (Grand Rapids, WI)",,specimens_resized/358_S.JPG,specimens_resized_panel/358_S.JPG,False,False,False,False,False,False,"Gilson, George (ed.)",Imperial Camera Company,Wrenn,,/Users/damoncrockett/photomanuals/src/assets/json/specimens_resized/358_S.JPG,3,189,5,3,0,7,7,7,7,7,2,1,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,7,0,0,0,0,0,0,specimens/358_S.JPG
